,trial,participant,code_file,code_language,timestamp,duration,x_cord,y_cord,aoi_x,aoi_y,aoi_width,aoi_height,token,length,srcML,quality,line,part
90,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3708565438,64,929.364375,590.373125,913,588,58,20,return,6,class->block->function->block->block_content->return,75,11,7
91,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3708857323,72,937.1055556,595.49,913,588,58,20,return,6,class->block->function->block->block_content->return,75,11,7
92,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3709341277,72,1022.7238890000001,594.9716667,982,588,94,20,this.width,10,class->block->function->block->block_content->return->expr->call->name->name->operator->name,75,11,8
93,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3710005226,68,957.14,622.3629412,923,624,57,16,String,6,class->block->function->parameter_list->parameter->decl->type->name->name,75,12,6
94,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3710109259,100,961.04,617.9972,923,624,57,16,String,6,class->block->function->parameter_list->parameter->decl->type->name->name,75,12,6
95,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3710185276,72,965.6072222000001,606.8788889,913,588,58,20,return,6,class->block->function->block->block_content->return,75,11,7
96,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3710809177,64,1099.959375,543.778125,1068,552,65,16,-,1,class->block->function->block->block_content->return->expr->operator,75,10,9
97,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3710989132,104,1123.3738460000002,590.9026922999999,1126,588,8,20,*,1,class->block->function->block->block_content->return->expr->operator,75,11,11
98,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3711125095,68,985.1435293999999,639.1258824,993,624,5,16,[,1,class->block->function->parameter_list->parameter->decl->type->name->index,75,12,7
99,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3711777204,80,774.6535,631.5245,740,624,57,16,static,6,class->block->function->type->specifier,75,12,2
100,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3712165098,76,996.49,652.1952632,944,658,86,17,Rectangle,9,class->block->function->block->block_content->decl_stmt->decl->init->expr->call->name,75,13,5
101,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3712464965,80,1040.7805,618.6565,1028,624,37,16,args,4,class->block->function->parameter_list->parameter->decl->name,75,12,9
102,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3713044858,96,988.6766667000002,603.6975,982,588,94,20,this.width,10,class->block->function->block->block_content->return->expr->call->name->name->operator->name,75,11,8
103,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3713124929,76,975.4063158,607.8636842,982,588,94,20,this.width,10,class->block->function->block->block_content->return->expr->call->name->name->operator->name,75,11,8
104,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3713329162,112,1046.8067859999999,580.7514286,982,588,94,20,this.width,10,class->block->function->block->block_content->return->expr->call->name->name->operator->name,75,11,8
105,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3713421303,88,1039.320909,590.4759091,982,588,94,20,this.width,10,class->block->function->block->block_content->return->expr->call->name->name->operator->name,75,11,8
106,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3713537174,68,1046.657647,591.0111764999999,982,588,94,20,this.width,10,class->block->function->block->block_content->return->expr->call->name->name->operator->name,75,11,8
107,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3713597076,56,1047.810714,598.6592857,982,588,94,20,this.width,10,class->block->function->block->block_content->return->expr->call->name->name->operator->name,75,11,8
108,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3713705003,64,1087.165,613.865,1098,624,4,16,{,1,class->block->function->block,75,12,11
109,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3713797001,56,1085.7557140000001,605.6828571000001,1089,588,5,20,(,1,class->block->function->block->block_content->return->expr->call->argument_list,75,11,9
110,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3713960970,60,1161.751333,591.1193333,1145,588,103,20,this.height,11,class->block->function->block->block_content->return->expr->call->name->name->operator->name,75,11,12
111,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3715188931,84,788.8909524000001,637.1033332999999,740,624,57,16,static,6,class->block->function->type->specifier,75,12,2
112,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3715372907,64,980.184375,652.189375,944,658,86,17,Rectangle,9,class->block->function->block->block_content->decl_stmt->decl->init->expr->call->name,75,13,5
113,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3715448903,72,976.96,654.0866667,944,658,86,17,Rectangle,9,class->block->function->block->block_content->decl_stmt->decl->init->expr->call->name,75,13,5
114,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3715608912,112,986.1914286,650.13,944,658,86,17,Rectangle,9,class->block->function->block->block_content->decl_stmt->decl->init->expr->call->name,75,13,5
115,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3715756908,68,992.2535293999999,694.5494118,935,697,95,15,rect1.area,10,class->block->function->block->block_content->expr_stmt->expr->call->argument_list->argument->expr->call->name->name->operator->name,75,14,3
116,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3716184713,88,824.6809091,693.1804545,733,697,173,15,System.out.println,18,class->block->function->block->block_content->expr_stmt->expr->call->name->name->operator->name->operator->name,75,14,1
117,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3716548726,56,875.9571429,686.0714286,733,697,173,15,System.out.println,18,class->block->function->block->block_content->expr_stmt->expr->call->name->name->operator->name->operator->name,75,14,1
118,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3716844765,76,796.0515789,692.2705262999999,733,697,173,15,System.out.println,18,class->block->function->block->block_content->expr_stmt->expr->call->name->name->operator->name->operator->name,75,14,1
119,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3718140606,108,685.7648148,290.3840741,672,297,58,16,public,6,class->block->constructor->specifier,75,3,1
120,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3718204623,60,683.814,311.88466669999997,672,297,58,16,public,6,class->block->constructor->specifier,75,3,1
121,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3718612609,72,833.8911111000001,696.0272222,733,697,173,15,System.out.println,18,class->block->function->block->block_content->expr_stmt->expr->call->name->name->operator->name->operator->name,75,14,1
122,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3718968597,76,946.8057895,694.8447368,935,697,95,15,rect1.area,10,class->block->function->block->block_content->expr_stmt->expr->call->argument_list->argument->expr->call->name->name->operator->name,75,14,3
123,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3719160567,68,940.2347059,723.3705882,944,730,86,19,Rectangle,9,class->block->function->block->block_content->decl_stmt->decl->init->expr->call->name,75,15,5
124,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3719280570,80,1063.7455,693.196,1060,697,5,15,),1,class->block->function->block->block_content->expr_stmt->expr->call->argument_list->argument->expr->call->argument_list,75,14,5
125,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3720336476,64,944.01875,288.62,943,297,27,16,int,3,class->block->constructor->parameter_list->parameter->decl->type->name,75,3,7
126,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3720492465,80,1113.5339999999999,731.806,1118,730,5,19,",",1,class->block->function->block->block_content->decl_stmt->decl->init->expr->call->argument_list,75,15,10
127,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3720560469,64,1125.694375,735.838125,1137,730,17,19,10,2,class->block->function->block->block_content->decl_stmt->decl->init->expr->call->argument_list->argument->expr->literal,75,15,11
128,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3720708473,96,1079.95875,709.0016667,1080,697,4,15,),1,class->block->function->block->block_content->expr_stmt->expr->call->argument_list,75,14,6
129,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3720792476,56,835.595,741.6271429,829,730,47,19,rect2,5,class->block->function->block->block_content->decl_stmt->decl->name,75,15,2
130,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3720868478,72,831.9083333,758.1744444,733,769,173,15,System.out.println,18,class->block->function->block->block_content->expr_stmt->expr->call->name->name->operator->name->operator->name,75,16,1
131,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3720940473,68,837.8341176,764.4364706,733,769,173,15,System.out.println,18,class->block->function->block->block_content->expr_stmt->expr->call->name->name->operator->name->operator->name,75,16,1
132,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3721260392,80,960.1255,737.9455,944,730,86,19,Rectangle,9,class->block->function->block->block_content->decl_stmt->decl->init->expr->call->name,75,15,5
133,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3721640117,72,1007.545,741.5316667000001,944,730,86,19,Rectangle,9,class->block->function->block->block_content->decl_stmt->decl->init->expr->call->name,75,15,5
134,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3721780229,136,999.6864706,741.7491176,944,730,86,19,Rectangle,9,class->block->function->block->block_content->decl_stmt->decl->init->expr->call->name,75,15,5
135,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3721900312,116,995.9937931,747.0972414,944,730,86,19,Rectangle,9,class->block->function->block->block_content->decl_stmt->decl->init->expr->call->name,75,15,5
136,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3722068337,80,1004.748,740.3025,944,730,86,19,Rectangle,9,class->block->function->block->block_content->decl_stmt->decl->init->expr->call->name,75,15,5
137,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3722860366,56,798.3471429,665.3521429,732,658,87,17,Rectangle,9,class->block->function->block->block_content->decl_stmt->decl->type->name,75,13,1
138,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3723064352,72,804.2422222,661.9233333,732,658,87,17,Rectangle,9,class->block->function->block->block_content->decl_stmt->decl->type->name,75,13,1
139,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3723464101,72,741.6344444,636.6827777999999,740,624,57,16,static,6,class->block->function->type->specifier,75,12,2
140,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3724080206,64,970.9525,763.039375,935,769,95,15,rect2.area,10,class->block->function->block->block_content->expr_stmt->expr->call->argument_list->argument->expr->call->name->name->operator->name,75,16,3
141,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3724216209,80,974.2760000000001,758.7915,935,769,95,15,rect2.area,10,class->block->function->block->block_content->expr_stmt->expr->call->argument_list->argument->expr->call->name->name->operator->name,75,16,3
142,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3724560204,60,797.3146667000001,766.216,733,769,173,15,System.out.println,18,class->block->function->block->block_content->expr_stmt->expr->call->name->name->operator->name->operator->name,75,16,1
143,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3725164209,100,888.442,769.4596,733,769,173,15,System.out.println,18,class->block->function->block->block_content->expr_stmt->expr->call->name->name->operator->name->operator->name,75,16,1
144,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3725228109,60,892.3886667000002,780.842,733,769,173,15,System.out.println,18,class->block->function->block->block_content->expr_stmt->expr->call->name->name->operator->name->operator->name,75,16,1
145,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3725464127,64,866.530625,707.1225,733,697,173,15,System.out.println,18,class->block->function->block->block_content->expr_stmt->expr->call->name->name->operator->name->operator->name,75,14,1
146,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3726188104,64,949.121875,761.90875,935,769,95,15,rect2.area,10,class->block->function->block->block_content->expr_stmt->expr->call->argument_list->argument->expr->call->name->name->operator->name,75,16,3
147,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3726324036,56,914.4507143,733.0842857000001,905,730,30,19,new,3,class->block->function->block->block_content->decl_stmt->decl->init->expr->operator,75,15,4
148,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3726956068,56,1080.085,757.725,1080,769,4,15,),1,class->block->function->block->block_content->expr_stmt->expr->call->argument_list,75,16,6
149,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3727971965,56,996.6578571,777.675,935,769,95,15,rect2.area,10,class->block->function->block->block_content->expr_stmt->expr->call->argument_list->argument->expr->call->name->name->operator->name,75,16,3
150,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3729303789,80,967.5075,770.0055,935,769,95,15,rect2.area,10,class->block->function->block->block_content->expr_stmt->expr->call->argument_list->argument->expr->call->name->name->operator->name,75,16,3
151,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3729383791,56,1043.117143,779.1078571,1043,769,5,15,(,1,class->block->function->block->block_content->expr_stmt->expr->call->argument_list->argument->expr->call->argument_list,75,16,4
