participant_id,gender,timestamp,aoi_name,duration,aoi_token
2,male,15575385523,line 9,60,public int width ( ) { return this.x2 - this.x1 ; }
3,female,2331217455,line 1,80,public class Rectangle {
3,female,2331285486,line 1,64,public class Rectangle {
3,female,2331417538,line 1,108,public class Rectangle {
3,female,2331489502,line 1,68,public class Rectangle {
3,female,2331773441,line 1,252,public class Rectangle {
3,female,2331853453,line 1,76,public class Rectangle {
3,female,2332237391,line 1,208,public class Rectangle {
3,female,2332369333,line 2,80,"private int x1 , y1 , x2 , y2 ;"
3,female,2332529390,line 2,60,"private int x1 , y1 , x2 , y2 ;"
3,female,2332617396,line 2,84,"private int x1 , y1 , x2 , y2 ;"
3,female,2332781358,line 3,116,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
3,female,2332893411,line 3,84,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
3,female,2333161200,line 2,84,"private int x1 , y1 , x2 , y2 ;"
3,female,2333225192,line 2,60,"private int x1 , y1 , x2 , y2 ;"
3,female,2333337251,line 2,108,"private int x1 , y1 , x2 , y2 ;"
3,female,2333517279,line 2,80,"private int x1 , y1 , x2 , y2 ;"
3,female,2333625273,line 2,104,"private int x1 , y1 , x2 , y2 ;"
3,female,2333737263,line 2,108,"private int x1 , y1 , x2 , y2 ;"
3,female,2334097220,line 2,316,"private int x1 , y1 , x2 , y2 ;"
3,female,2334293253,line 2,136,"private int x1 , y1 , x2 , y2 ;"
3,female,2334377260,line 2,80,"private int x1 , y1 , x2 , y2 ;"
3,female,2334445287,line 2,56,"private int x1 , y1 , x2 , y2 ;"
3,female,2334669190,line 2,96,"private int x1 , y1 , x2 , y2 ;"
3,female,2335041158,line 2,68,"private int x1 , y1 , x2 , y2 ;"
3,female,2335341188,line 3,64,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
3,female,2335401180,line 3,56,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
3,female,2335461166,line 2,56,"private int x1 , y1 , x2 , y2 ;"
3,female,2335573141,line 3,80,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
3,female,2335641133,line 3,64,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
3,female,2335713129,line 2,68,"private int x1 , y1 , x2 , y2 ;"
3,female,2335865119,line 2,84,"private int x1 , y1 , x2 , y2 ;"
3,female,2336069119,line 2,112,"private int x1 , y1 , x2 , y2 ;"
3,female,2336205143,line 3,80,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
3,female,2336297049,line 3,88,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
3,female,2336444939,line 2,84,"private int x1 , y1 , x2 , y2 ;"
3,female,2336732964,line 3,68,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
3,female,2336828967,line 3,92,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
3,female,2336949037,line 3,88,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
3,female,2337041059,line 3,88,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
3,female,2337141032,line 3,76,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
3,female,2337265000,line 3,120,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
3,female,2337468932,line 3,136,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
3,female,2337556943,line 3,56,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
3,female,2337632949,line 3,72,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
3,female,2337789004,line 3,80,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
3,female,2337876971,line 3,56,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
3,female,2337988899,line 3,56,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
3,female,2338224904,line 4,136,this.x1 = x1 ;
3,female,2338312895,line 4,84,this.x1 = x1 ;
3,female,2338524874,line 4,160,this.x1 = x1 ;
3,female,2338732900,line 9,164,public int width ( ) { return this.x2 - this.x1 ; }
3,female,2339284749,line 10,72,public int height ( ) { return this.y2 - this.y1 ; }
3,female,2339528785,line 9,200,public int width ( ) { return this.x2 - this.x1 ; }
3,female,2339696749,line 9,164,public int width ( ) { return this.x2 - this.x1 ; }
3,female,2339764763,line 9,64,public int width ( ) { return this.x2 - this.x1 ; }
3,female,2340076739,line 7,92,this.y2 = y2 ;
3,female,2340240717,line 7,56,this.y2 = y2 ;
3,female,2340332725,line 6,88,this.x2 = x2 ;
3,female,2340440757,line 6,64,this.x2 = x2 ;
3,female,2340604516,line 10,108,public int height ( ) { return this.y2 - this.y1 ; }
3,female,2340700380,line 10,92,public int height ( ) { return this.y2 - this.y1 ; }
3,female,2340888584,line 9,100,public int width ( ) { return this.x2 - this.x1 ; }
3,female,2340968625,line 9,64,public int width ( ) { return this.x2 - this.x1 ; }
3,female,2341340498,line 10,64,public int height ( ) { return this.y2 - this.y1 ; }
3,female,2341620397,line 10,164,public int height ( ) { return this.y2 - this.y1 ; }
3,female,2341880654,line 10,64,public int height ( ) { return this.y2 - this.y1 ; }
3,female,2342044616,line 9,160,public int width ( ) { return this.x2 - this.x1 ; }
3,female,2342168608,line 9,120,public int width ( ) { return this.x2 - this.x1 ; }
3,female,2342364603,line 9,64,public int width ( ) { return this.x2 - this.x1 ; }
3,female,2342552555,line 9,116,public int width ( ) { return this.x2 - this.x1 ; }
3,female,2342656441,line 10,100,public int height ( ) { return this.y2 - this.y1 ; }
3,female,2342756334,line 10,96,public int height ( ) { return this.y2 - this.y1 ; }
3,female,2342996505,line 9,76,public int width ( ) { return this.x2 - this.x1 ; }
3,female,2343136536,line 10,72,public int height ( ) { return this.y2 - this.y1 ; }
3,female,2343388542,line 9,60,public int width ( ) { return this.x2 - this.x1 ; }
3,female,2343480517,line 10,88,public int height ( ) { return this.y2 - this.y1 ; }
3,female,2343732476,line 10,104,public int height ( ) { return this.y2 - this.y1 ; }
3,female,2343824485,line 10,56,public int height ( ) { return this.y2 - this.y1 ; }
3,female,2343892499,line 9,64,public int width ( ) { return this.x2 - this.x1 ; }
3,female,2344140445,line 10,72,public int height ( ) { return this.y2 - this.y1 ; }
3,female,2344204419,line 10,60,public int height ( ) { return this.y2 - this.y1 ; }
3,female,2344296372,line 10,56,public int height ( ) { return this.y2 - this.y1 ; }
3,female,2344484330,line 9,80,public int width ( ) { return this.x2 - this.x1 ; }
3,female,2344588341,line 9,100,public int width ( ) { return this.x2 - this.x1 ; }
3,female,2344932454,line 9,72,public int width ( ) { return this.x2 - this.x1 ; }
3,female,2345028467,line 10,64,public int height ( ) { return this.y2 - this.y1 ; }
3,female,2345108417,line 10,76,public int height ( ) { return this.y2 - this.y1 ; }
3,female,2345228358,line 11,92,public double area ( ) { return this.width ( ) * this.height ( ) ; }
3,female,2345332352,line 10,100,public int height ( ) { return this.y2 - this.y1 ; }
3,female,2345396348,line 10,60,public int height ( ) { return this.y2 - this.y1 ; }
3,female,2345500352,line 11,100,public double area ( ) { return this.width ( ) * this.height ( ) ; }
3,female,2345996293,line 11,208,public double area ( ) { return this.width ( ) * this.height ( ) ; }
3,female,2346204196,line 11,72,public double area ( ) { return this.width ( ) * this.height ( ) ; }
3,female,2346824247,line 12,92,public static void main ( String [ ] args ) {
3,female,2346912243,line 12,84,public static void main ( String [ ] args ) {
3,female,2347212221,line 12,220,public static void main ( String [ ] args ) {
3,female,2347539940,line 11,72,public double area ( ) { return this.width ( ) * this.height ( ) ; }
3,female,2347712008,line 12,168,public static void main ( String [ ] args ) {
3,female,2348016065,line 12,200,public static void main ( String [ ] args ) {
3,female,2348136068,line 12,116,public static void main ( String [ ] args ) {
3,female,2348332063,line 12,108,public static void main ( String [ ] args ) {
3,female,2348872125,line 12,88,public static void main ( String [ ] args ) {
3,female,2348939977,line 11,64,public double area ( ) { return this.width ( ) * this.height ( ) ; }
3,female,2349083804,line 12,60,public static void main ( String [ ] args ) {
3,female,2349323913,line 11,60,public double area ( ) { return this.width ( ) * this.height ( ) ; }
3,female,2349751966,line 11,72,public double area ( ) { return this.width ( ) * this.height ( ) ; }
3,female,2350020099,line 12,96,public static void main ( String [ ] args ) {
3,female,2350244008,line 12,120,public static void main ( String [ ] args ) {
3,female,2350455910,line 12,152,public static void main ( String [ ] args ) {
3,female,2350815848,line 12,76,public static void main ( String [ ] args ) {
3,female,2350943808,line 12,124,public static void main ( String [ ] args ) {
3,female,2351071714,line 12,124,public static void main ( String [ ] args ) {
3,female,2352203624,line 11,84,public double area ( ) { return this.width ( ) * this.height ( ) ; }
3,female,2352275640,line 11,68,public double area ( ) { return this.width ( ) * this.height ( ) ; }
3,female,2352383862,line 12,68,public static void main ( String [ ] args ) {
3,female,2352883636,line 12,68,public static void main ( String [ ] args ) {
3,female,2352947657,line 12,60,public static void main ( String [ ] args ) {
3,female,2353067667,line 13,80,"Rectangle rect1 = new Rectangle ( 0 , 0 , 10 , 10 ) ;"
3,female,2353131662,line 13,60,"Rectangle rect1 = new Rectangle ( 0 , 0 , 10 , 10 ) ;"
3,female,2353395736,line 13,84,"Rectangle rect1 = new Rectangle ( 0 , 0 , 10 , 10 ) ;"
3,female,2353455745,line 13,56,"Rectangle rect1 = new Rectangle ( 0 , 0 , 10 , 10 ) ;"
3,female,2353603711,line 13,96,"Rectangle rect1 = new Rectangle ( 0 , 0 , 10 , 10 ) ;"
3,female,2353971509,line 13,68,"Rectangle rect1 = new Rectangle ( 0 , 0 , 10 , 10 ) ;"
3,female,2354095555,line 14,84,System.out.println ( rect1.area ( ) ) ;
3,female,2354299588,line 14,100,System.out.println ( rect1.area ( ) ) ;
3,female,2354487579,line 14,140,System.out.println ( rect1.area ( ) ) ;
3,female,2354831551,line 14,64,System.out.println ( rect1.area ( ) ) ;
3,female,2356023497,line 14,60,System.out.println ( rect1.area ( ) ) ;
3,female,2356287400,line 14,108,System.out.println ( rect1.area ( ) ) ;
3,female,2356355431,line 14,64,System.out.println ( rect1.area ( ) ) ;
3,female,2356483430,line 13,68,"Rectangle rect1 = new Rectangle ( 0 , 0 , 10 , 10 ) ;"
3,female,2356687451,line 14,144,System.out.println ( rect1.area ( ) ) ;
3,female,2356807534,line 14,116,System.out.println ( rect1.area ( ) ) ;
3,female,2356967374,line 14,88,System.out.println ( rect1.area ( ) ) ;
3,female,2357139376,line 14,56,System.out.println ( rect1.area ( ) ) ;
3,female,2357203396,line 14,60,System.out.println ( rect1.area ( ) ) ;
3,female,2357319369,line 14,56,System.out.println ( rect1.area ( ) ) ;
3,female,2357615391,line 14,80,System.out.println ( rect1.area ( ) ) ;
3,female,2357751293,line 14,132,System.out.println ( rect1.area ( ) ) ;
3,female,2358211312,line 15,108,"Rectangle rect2 = new Rectangle ( 5 , 5 , 10 , 10 ) ;"
3,female,2358427141,line 15,212,"Rectangle rect2 = new Rectangle ( 5 , 5 , 10 , 10 ) ;"
3,female,2358519121,line 15,64,"Rectangle rect2 = new Rectangle ( 5 , 5 , 10 , 10 ) ;"
3,female,2358679130,line 14,88,System.out.println ( rect1.area ( ) ) ;
3,female,2359091147,line 14,60,System.out.println ( rect1.area ( ) ) ;
3,female,2359183161,line 14,88,System.out.println ( rect1.area ( ) ) ;
3,female,2359299147,line 14,112,System.out.println ( rect1.area ( ) ) ;
3,female,2359387110,line 15,84,"Rectangle rect2 = new Rectangle ( 5 , 5 , 10 , 10 ) ;"
3,female,2359583101,line 15,112,"Rectangle rect2 = new Rectangle ( 5 , 5 , 10 , 10 ) ;"
3,female,2359939085,line 15,108,"Rectangle rect2 = new Rectangle ( 5 , 5 , 10 , 10 ) ;"
3,female,2360234953,line 16,144,System.out.println ( rect2.area ( ) ) ;
3,female,2360326979,line 16,88,System.out.println ( rect2.area ( ) ) ;
3,female,2360386999,line 16,56,System.out.println ( rect2.area ( ) ) ;
3,female,2361119040,line 16,116,System.out.println ( rect2.area ( ) ) ;
3,female,2361614740,line 10,60,public int height ( ) { return this.y2 - this.y1 ; }
3,female,2361714718,line 10,96,public int height ( ) { return this.y2 - this.y1 ; }
4,male,279189789,line 3,168,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,279345749,line 2,108,"private int x1 , y1 , x2 , y2 ;"
4,male,279541759,line 1,112,public class Rectangle {
4,male,279697756,line 1,136,public class Rectangle {
4,male,279829698,line 1,128,public class Rectangle {
4,male,279925638,line 1,92,public class Rectangle {
4,male,280093608,line 1,136,public class Rectangle {
4,male,280249593,line 2,132,"private int x1 , y1 , x2 , y2 ;"
4,male,280437609,line 2,156,"private int x1 , y1 , x2 , y2 ;"
4,male,280805716,line 4,284,this.x1 = x1 ;
4,male,280881675,line 4,72,this.x1 = x1 ;
4,male,280985625,line 4,100,this.x1 = x1 ;
4,male,281089585,line 4,100,this.x1 = x1 ;
4,male,281221588,line 4,100,this.x1 = x1 ;
4,male,281717503,line 2,188,"private int x1 , y1 , x2 , y2 ;"
4,male,281781492,line 2,60,"private int x1 , y1 , x2 , y2 ;"
4,male,281889505,line 2,104,"private int x1 , y1 , x2 , y2 ;"
4,male,281965512,line 2,72,"private int x1 , y1 , x2 , y2 ;"
4,male,282125498,line 2,156,"private int x1 , y1 , x2 , y2 ;"
4,male,282245510,line 2,96,"private int x1 , y1 , x2 , y2 ;"
4,male,282569510,line 2,320,"private int x1 , y1 , x2 , y2 ;"
4,male,282877511,line 2,304,"private int x1 , y1 , x2 , y2 ;"
4,male,282945505,line 2,64,"private int x1 , y1 , x2 , y2 ;"
4,male,283353444,line 2,240,"private int x1 , y1 , x2 , y2 ;"
4,male,283589245,line 2,160,"private int x1 , y1 , x2 , y2 ;"
4,male,284029379,line 2,436,"private int x1 , y1 , x2 , y2 ;"
4,male,284133364,line 3,56,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,284217349,line 3,80,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,284493330,line 3,252,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,284573332,line 3,60,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,284733329,line 3,156,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,284933352,line 3,164,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,285133384,line 3,196,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,285445258,line 3,268,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,285509212,line 3,60,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,285629197,line 3,116,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,285849251,line 3,216,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,285921255,line 3,68,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,286041188,line 3,116,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,286569288,line 2,116,"private int x1 , y1 , x2 , y2 ;"
4,male,286641297,line 2,68,"private int x1 , y1 , x2 , y2 ;"
4,male,286725304,line 3,80,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,286829257,line 3,100,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,287053223,line 2,152,"private int x1 , y1 , x2 , y2 ;"
4,male,287189168,line 2,132,"private int x1 , y1 , x2 , y2 ;"
4,male,287381107,line 2,160,"private int x1 , y1 , x2 , y2 ;"
4,male,287461244,line 1,60,public class Rectangle {
4,male,287573310,line 1,108,public class Rectangle {
4,male,287785076,line 1,172,public class Rectangle {
4,male,287921171,line 1,132,public class Rectangle {
4,male,288053098,line 3,72,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,288169045,line 3,112,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,288273082,line 3,80,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,288565310,line 3,288,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,288837106,line 3,256,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,288953074,line 3,100,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,289064915,line 3,108,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,289252871,line 3,148,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,289376936,line 3,88,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,289672957,line 1,248,public class Rectangle {
4,male,289776983,line 1,56,public class Rectangle {
4,male,289952993,line 1,172,public class Rectangle {
4,male,290257026,line 1,264,public class Rectangle {
4,male,290645005,line 1,232,public class Rectangle {
4,male,290808920,line 3,112,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,291044729,line 1,152,public class Rectangle {
4,male,291260858,line 1,180,public class Rectangle {
4,male,291596830,line 3,116,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,291804886,line 3,176,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,291904728,line 4,72,this.x1 = x1 ;
4,male,291992623,line 4,84,this.x1 = x1 ;
4,male,292172732,line 4,176,this.x1 = x1 ;
4,male,293084674,line 4,520,this.x1 = x1 ;
4,male,293160698,line 4,72,this.x1 = x1 ;
4,male,293308727,line 4,144,this.x1 = x1 ;
4,male,293500744,line 4,188,this.x1 = x1 ;
4,male,293988722,line 4,80,this.x1 = x1 ;
4,male,294116723,line 4,88,this.x1 = x1 ;
4,male,294292760,line 3,108,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,294428838,line 3,132,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,294580709,line 3,148,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,294764459,line 3,180,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,294956567,line 3,160,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,295120582,line 3,104,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,295244594,line 3,88,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,295692585,line 3,156,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,295916546,line 2,144,"private int x1 , y1 , x2 , y2 ;"
4,male,296028576,line 2,100,"private int x1 , y1 , x2 , y2 ;"
4,male,296156600,line 2,124,"private int x1 , y1 , x2 , y2 ;"
4,male,296732487,line 2,264,"private int x1 , y1 , x2 , y2 ;"
4,male,296928391,line 3,172,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,297568467,line 2,208,"private int x1 , y1 , x2 , y2 ;"
4,male,297840454,line 2,140,"private int x1 , y1 , x2 , y2 ;"
4,male,297908430,line 2,64,"private int x1 , y1 , x2 , y2 ;"
4,male,298072416,line 3,152,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,298248333,line 3,136,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
4,male,298732737,line 5,212,this.y1 = y1 ;
4,male,298960344,line 6,200,this.x2 = x2 ;
4,male,299076336,line 6,112,this.x2 = x2 ;
4,male,299168328,line 6,88,this.x2 = x2 ;
4,male,299428238,line 6,216,this.x2 = x2 ;
4,male,299592290,line 6,160,this.x2 = x2 ;
4,male,299692310,line 6,96,this.x2 = x2 ;
4,male,299756318,line 6,60,this.x2 = x2 ;
4,male,300012290,line 5,60,this.y1 = y1 ;
4,male,300100292,line 6,84,this.x2 = x2 ;
4,male,300384259,line 6,280,this.x2 = x2 ;
4,male,300520233,line 6,132,this.x2 = x2 ;
4,male,300644200,line 6,120,this.x2 = x2 ;
4,male,300872212,line 7,168,this.y2 = y2 ;
4,male,301116241,line 9,132,public int width ( ) { return this.x2 - this.x1 ; }
4,male,301296200,line 9,124,public int width ( ) { return this.x2 - this.x1 ; }
4,male,301372190,line 9,72,public int width ( ) { return this.x2 - this.x1 ; }
4,male,301460211,line 9,84,public int width ( ) { return this.x2 - this.x1 ; }
4,male,301592241,line 9,84,public int width ( ) { return this.x2 - this.x1 ; }
4,male,303963976,line 9,80,public int width ( ) { return this.x2 - this.x1 ; }
4,male,304063965,line 9,96,public int width ( ) { return this.x2 - this.x1 ; }
4,male,304159942,line 9,76,public int width ( ) { return this.x2 - this.x1 ; }
4,male,304411913,line 9,132,public int width ( ) { return this.x2 - this.x1 ; }
4,male,304799895,line 9,64,public int width ( ) { return this.x2 - this.x1 ; }
4,male,304875871,line 9,72,public int width ( ) { return this.x2 - this.x1 ; }
4,male,305687923,line 10,152,public int height ( ) { return this.y2 - this.y1 ; }
4,male,305863798,line 10,128,public int height ( ) { return this.y2 - this.y1 ; }
4,male,306039790,line 10,140,public int height ( ) { return this.y2 - this.y1 ; }
4,male,306223797,line 11,80,public double area ( ) { return this.width ( ) * this.height ( ) ; }
4,male,306319786,line 10,76,public int height ( ) { return this.y2 - this.y1 ; }
4,male,306419760,line 10,96,public int height ( ) { return this.y2 - this.y1 ; }
4,male,306571738,line 10,84,public int height ( ) { return this.y2 - this.y1 ; }
4,male,306671744,line 10,96,public int height ( ) { return this.y2 - this.y1 ; }
4,male,306871526,line 10,160,public int height ( ) { return this.y2 - this.y1 ; }
4,male,307079761,line 10,72,public int height ( ) { return this.y2 - this.y1 ; }
4,male,307203876,line 10,68,public int height ( ) { return this.y2 - this.y1 ; }
4,male,307367822,line 10,160,public int height ( ) { return this.y2 - this.y1 ; }
4,male,307447704,line 10,76,public int height ( ) { return this.y2 - this.y1 ; }
4,male,307575608,line 10,124,public int height ( ) { return this.y2 - this.y1 ; }
4,male,307639637,line 10,60,public int height ( ) { return this.y2 - this.y1 ; }
4,male,308399689,line 10,136,public int height ( ) { return this.y2 - this.y1 ; }
4,male,308555675,line 10,116,public int height ( ) { return this.y2 - this.y1 ; }
4,male,308691265,line 10,112,public int height ( ) { return this.y2 - this.y1 ; }
4,male,308811416,line 10,116,public int height ( ) { return this.y2 - this.y1 ; }
4,male,308967955,line 10,140,public int height ( ) { return this.y2 - this.y1 ; }
4,male,309151715,line 11,132,public double area ( ) { return this.width ( ) * this.height ( ) ; }
4,male,309287713,line 11,132,public double area ( ) { return this.width ( ) * this.height ( ) ; }
4,male,309451523,line 11,92,public double area ( ) { return this.width ( ) * this.height ( ) ; }
4,male,309519396,line 11,64,public double area ( ) { return this.width ( ) * this.height ( ) ; }
4,male,309703450,line 11,152,public double area ( ) { return this.width ( ) * this.height ( ) ; }
4,male,309767476,line 11,60,public double area ( ) { return this.width ( ) * this.height ( ) ; }
4,male,309915512,line 11,144,public double area ( ) { return this.width ( ) * this.height ( ) ; }
4,male,310003519,line 11,84,public double area ( ) { return this.width ( ) * this.height ( ) ; }
4,male,310235527,line 11,192,public double area ( ) { return this.width ( ) * this.height ( ) ; }
4,male,310399524,line 11,140,public double area ( ) { return this.width ( ) * this.height ( ) ; }
4,male,310511520,line 12,60,public static void main ( String [ ] args ) {
4,male,310811573,line 12,152,public static void main ( String [ ] args ) {
4,male,311059362,line 12,140,public static void main ( String [ ] args ) {
4,male,311263061,line 12,172,public static void main ( String [ ] args ) {
4,male,311403133,line 12,120,public static void main ( String [ ] args ) {
4,male,311467234,line 12,60,public static void main ( String [ ] args ) {
4,male,311631375,line 12,84,public static void main ( String [ ] args ) {
4,male,311731408,line 12,96,public static void main ( String [ ] args ) {
4,male,311871414,line 13,72,"Rectangle rect1 = new Rectangle ( 0 , 0 , 10 , 10 ) ;"
4,male,312043374,line 12,136,public static void main ( String [ ] args ) {
4,male,312147259,line 12,88,public static void main ( String [ ] args ) {
4,male,312319321,line 12,116,public static void main ( String [ ] args ) {
4,male,312523394,line 11,172,public double area ( ) { return this.width ( ) * this.height ( ) ; }
4,male,312723443,line 11,144,public double area ( ) { return this.width ( ) * this.height ( ) ; }
4,male,312919440,line 11,144,public double area ( ) { return this.width ( ) * this.height ( ) ; }
4,male,313127319,line 11,184,public double area ( ) { return this.width ( ) * this.height ( ) ; }
4,male,313303169,line 11,92,public double area ( ) { return this.width ( ) * this.height ( ) ; }
4,male,313411218,line 11,104,public double area ( ) { return this.width ( ) * this.height ( ) ; }
4,male,313699289,line 10,248,public int height ( ) { return this.y2 - this.y1 ; }
4,male,313963337,line 11,68,public double area ( ) { return this.width ( ) * this.height ( ) ; }
4,male,314047310,line 11,80,public double area ( ) { return this.width ( ) * this.height ( ) ; }
4,male,314203306,line 10,64,public int height ( ) { return this.y2 - this.y1 ; }
4,male,314431278,line 10,56,public int height ( ) { return this.y2 - this.y1 ; }
4,male,314731281,line 10,228,public int height ( ) { return this.y2 - this.y1 ; }
4,male,314959196,line 10,196,public int height ( ) { return this.y2 - this.y1 ; }
4,male,315067032,line 10,104,public int height ( ) { return this.y2 - this.y1 ; }
4,male,315143004,line 10,60,public int height ( ) { return this.y2 - this.y1 ; }
4,male,315203047,line 10,56,public int height ( ) { return this.y2 - this.y1 ; }
4,male,315299120,line 10,92,public int height ( ) { return this.y2 - this.y1 ; }
4,male,315387157,line 10,84,public int height ( ) { return this.y2 - this.y1 ; }
4,male,315539167,line 10,148,public int height ( ) { return this.y2 - this.y1 ; }
4,male,315763201,line 10,180,public int height ( ) { return this.y2 - this.y1 ; }
